f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250.12852037765492
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.8790512913309
2.564839640394811,0.3311449139395901,0.10470337821659266,-0.09847402573365388,-0.6371062769467893,NaN,-3.2059684958076504,NaN,NaN,-0.20725238501593565,-195.94086960392312
-0.261356415191647,0.2744599237599636,0.5545803118918878,-0.2427490786725466,-1.4532414124907906,NaN,NaN,0.12388090528703843,NaN,-1.5265245318698402,-174.15314408263205
0.5104506340567062,-0.6860348690741999,0.9037837375547023,0.878467488302166,-1.610490214323673,-0.0456224449748822,-0.3679122639382286,-0.2180262812971447,0.8781360019058242,NaN,9.205310990861907
NaN,NaN,1.3632233885660603,0.17565554710978867,-1.1835381169098393,-0.9438283827641728,0.25570463402200017,0.0399298116709347,NaN,NaN,-100.78723699961965
1.2193188839686289,-0.25831633323761105,-1.3698597189791943,0.11655993973536867,-1.8538058715077061,0.30068041502290827,0.3853865378946492,0.7311543854273908,NaN,1.1379790600940631,-49.46045816137837
NaN,-0.27981945579879597,0.6341053793366416,NaN,NaN,-1.4742194037358243,-0.35007978416824104,1.8835764314419943,-1.7431611046430613,0.2603888655708251,-337.1148906969736
0.535429356326091,1.7661608779293339,-1.2042198455997326,NaN,NaN,NaN,1.0724701315754954,1.461975627213524,NaN,-0.3294137519130651,-190.98217265492784
NaN,1.3037783139643138,1.3429942364896332,-0.3821220605747396,0.5824085973519029,0.15685775522381207,-0.11347484810512586,NaN,NaN,0.8799386554899709,-100.53396131624352
0.1729704298135525,-1.8402052499932058,0.13759529691807015,-0.04204504114659754,1.22915301797497,0.45742614309874463,-0.3533965116314846,0.3312454829633417,NaN,0.6962672705197109,119.08251682362068
-0.281313329501981,NaN,1.0080191589554075,0.29335857086545425,NaN,1.4465616232009018,1.2073766698700685,-0.3369634340468582,1.5124637268884744,-0.4107033868070212,138.410920231792
0.6315735928749907,-0.7224482417405619,NaN,-1.5202885433695241,NaN,-0.1326569380015772,0.17786730838452425,NaN,NaN,-1.2979770822662027,-64.56909247375808
NaN,-0.4312764281538124,-2.0057167562945204,0.876972738566879,0.15194233177514269,NaN,-0.47235813745295774,0.7244524597091608,0.9957761361086128,NaN,118.66814091856942
-0.7362492908042426,-0.6823723506305754,-1.4684084220955664,-1.1151676581210264,-0.35383117391136315,0.2948137038455425,-1.383796301504306,-0.013123743394290812,-0.6647155734837235,NaN,-294.0105926764285
0.1906730652790518,0.42104696495269284,NaN,-1.179404683692706,NaN,-0.621789515797658,0.11829911768474807,-1.178504068822574,0.5456046200668676,-0.9912622584059789,-11.444114692384296
NaN,0.7752237225025839,NaN,NaN,0.6378371104590987,0.24022329169810602,1.69449869999025,-1.0958825317019831,1.755204031380423,-0.7730749556263038,464.61702056196657
0.32409615310350665,-0.02627672254815148,1.286147143683246,-1.062554870621106,NaN,NaN,-2.6818736592617687,0.9726626364175829,0.10495851441319298,0.6428401115835918,-98.79055315368404
-1.0858834563792894,-0.07821661798717663,-0.6871397546307448,-0.11751047178069493,0.411317420125341,0.07683379894888952,0.3148567286784578,NaN,1.3036824012313255,0.3152713850416492,55.362250005214094
-0.9858458134169567,NaN,NaN,-0.6112308188684689,NaN,NaN,-1.834469739798412,-1.4804039626711647,NaN,0.9727365026783118,-324.67818024129247
0.7284473376922229,0.3592264101973743,0.489474091702608,NaN,NaN,NaN,NaN,-0.7143853115946909,NaN,0.4792136834241842,104.84255769314326
-0.05987257118904566,-0.21377095065032073,NaN,2.5280332255003364,0.08370993830973997,-0.44835131226886027,NaN,NaN,-1.7476028398720556,-0.6657542055352265,134.06078715115652
0.4329193154699509,-0.2767911822009234,0.8133492554353746,-0.8549071036958178,-0.4445591307772022,-0.9499985109513286,NaN,0.9183573804571645,2.4677208582915178,NaN,-26.509587637535965
NaN,1.303371401096639,0.05217949337782799,0.7299359198253511,0.055615684263223136,-0.2196893909791132,-2.3435589314518146,-0.13769474556268987,NaN,NaN,-192.6596396819598
-0.4193063505621701,1.092881069426974,NaN,0.09543807047726602,-0.5441518385970888,-0.5304012638049747,0.08557608094768246,0.8981602946470657,0.5324365590870942,2.032922478718167,-25.62204898141496
-0.8260480817763147,0.7434845279864661,-0.05087141178909274,NaN,NaN,0.5683020630598822,-0.7458240276005247,NaN,NaN,-0.7665120953371463,-274.87185265690835
NaN,-0.3104500066067672,1.9019281443998326,NaN,0.6818598200916514,NaN,-0.9881852182648735,NaN,NaN,NaN,-152.1073150569202
NaN,NaN,NaN,-1.4271747602971605,0.7238732351994656,1.020969250803473,0.7646961050444676,-0.16324839418482348,-0.6150585442022168,0.2667609177130977,-61.15198081429136
NaN,NaN,NaN,NaN,1.5503215182409393,-0.751742155924423,NaN,-1.2572305354531474,-1.6291900723952744,NaN,-208.13310012960054
0.8284581003475834,NaN,0.9885676305372089,NaN,0.5027868913983359,-0.28697573302054963,-0.9492993043990678,0.6022944005746751,-0.60017227140263,0.5647394224808336,168.04868829504593
-1.0959784624018305,NaN,1.1738107694323652,-0.4044376692128478,0.5286196852150093,1.0216230166210638,0.7081900346413769,-2.434089071173743,-0.24015339780477765,NaN,1.5445053191984546
0.7722511119576703,0.6772556493846565,NaN,-0.32186560462285785,1.8506633598661584,-0.7614922882320503,-0.006823261996990204,-1.5411699756142374,0.26984221787006657,-0.5782280615400731,141.63411906852176
-1.390911757773479,-0.7270832201152063,-1.4701853746465925,0.9162379626831699,-0.8262091524519292,0.37782214032194367,0.9524846672899746,-0.7914499847786707,-0.7454613867093499,0.5920512272978882,-9.227500468416737
0.5245118326592423,NaN,0.5699733484544289,0.47978534751115964,NaN,-0.10885368184599764,NaN,0.34910847424222224,NaN,-0.39869328160449397,41.20307764923987
NaN,-0.9700974362774548,-1.4893219495370296,-1.226917673391546,0.2712045662017895,0.1330198233388341,0.2046721117423529,1.3303112881887633,-0.38019572966683507,NaN,-109.46389054629032
0.34495976021103864,NaN,-0.636164829209604,1.0968492061452866,-0.4224885577273253,0.19437226182082962,-1.8004328280576212,1.3880611844834803,2.5959391101021208,0.2773913950280032,91.49151722613682
0.9917535618567423,NaN,NaN,NaN,0.10963676622173298,0.8436664392324728,-1.3867051852344303,-1.5951681518600336,1.5025703258492227,-1.1791156617516985,259.2662672823165
-1.6905608289312763,1.1095103747650978,0.8903937124466971,-0.3966534189383584,NaN,NaN,-0.3738999456266875,-1.278736456431096,-1.758900519213958,0.30567500104727846,-226.75403468377024
0.6913565002830215,-1.2643791400656847,1.2553605599485689,-0.14208021187954684,-0.5305222928842442,-0.762228777063014,-0.6718510611458011,-1.046072932745968,NaN,2.5946454127955514,-96.47372972979758
0.19584229337787207,NaN,-0.5348590057017611,-2.56113506299511,NaN,-1.0757602073166421,2.1359427721725517,0.4677789353379996,-1.2713534017624815,-0.35120549034688253,-151.8075173522783
0.44739991969353077,0.61214311674853,2.9293744937190036,NaN,-0.021885620102304933,0.265512293643578,0.35550981549804694,1.136893454722993,NaN,0.39228459118283804,22.981894626986165
0.3524811312437397,-0.6929694030917044,NaN,-0.2623269823554671,NaN,NaN,NaN,0.11403377930053024,NaN,-1.4915271533979766,-205.7911645566169
0.7659272070048732,NaN,NaN,NaN,-1.1921527306222313,-0.9883875807701812,NaN,-0.47643554961070345,NaN,-0.33315881468344377,-6.370556807733791
0.2501861672559084,-0.6358116767435155,1.153453618111302,-1.2058439947108277,NaN,NaN,NaN,1.2138600981531553,0.32154619264635104,-0.279464241981792,111.39147093686317
0.9460847052238406,NaN,-0.5603947593518702,NaN,-2.363042698530603,-0.2469156567863767,0.2268074488509935,0.6967391132727226,NaN,1.025383999993288,-225.09816735960513
NaN,-0.8618676553620821,0.10474715903073357,NaN,NaN,NaN,-0.08138991616065429,-0.37785249823775197,2.1864181218423644,-3.1262441255005444,45.13429481956178
-0.6252487348010166,NaN,0.5277916379736344,-2.347476075630628,0.07788678905787523,0.07558582377973866,-0.86440374824759,-2.083786060666021,NaN,-0.4325096463244182,-268.97726586077914
-1.635136968307889,2.363792655220256,NaN,NaN,-0.4189622033758376,-0.32937682517652417,1.652200973505796,-1.7376342765980983,1.8819800656657495,2.2732449847705007,41.97774390755735
1.0942578788709993,NaN,-1.1559960468089248,-0.2499076024370558,NaN,0.31294558502311615,0.6006310083749886,NaN,-0.3431520368485801,0.20205744976800874,57.671626039378936
-0.22725264975630077,-0.049672262759627765,0.6828289386721993,-1.0401310637851955,0.02277796741918609,-0.21949450451100086,1.7403462953928241,-0.7402956414063618,0.1782902416059603,0.7185567601798368,30.618982831749204
0.07314359381293514,0.041789799173244574,0.048770154115636635,-0.15158510989494492,-1.7687369612236297,0.31101078963391965,0.21341279120336062,-1.0325349383413915,-1.1027577257365626,NaN,-170.85332641769145
NaN,2.1439190688928975,NaN,0.34856495560363626,-1.4218683241882857,NaN,-0.7504853631783901,-2.2243030551846705,NaN,-0.9989083811608255,-136.6740371685041
0.4680132726943831,-0.2399554145005004,NaN,-1.1772609050027345,NaN,-1.669868642630285,0.5707138003098774,0.08990645142118213,0.370263003348156,-0.09643748855472024,76.83428646010614
1.2965760613912092,0.14516133127825984,0.6611542144005746,-0.7355478421025442,NaN,NaN,0.7440132355281204,NaN,NaN,-0.7125277472709696,0.5774459064624662
0.0758313247155208,1.3414713842581119,-0.6742924145653121,0.851294828934174,NaN,-1.4870902623435054,-0.5661107429925293,NaN,0.21441574668467608,-0.6325641251140443,-45.941705031033614
0.20694490768435628,NaN,NaN,-1.4594443452691008,NaN,NaN,-0.4126822083185222,-1.3001248547888888,0.3713352888553011,0.855477385903761,-87.00243901148035
NaN,NaN,0.564314763747296,-0.7459834869949423,0.0975749608619983,-0.7172318916076813,0.4056929803680674,NaN,-0.00487337081643458,1.0260495570371522,-151.66649878398536
0.8956876531910088,1.1418704081482556,-0.7032967928002863,-1.1904161494525254,0.052214437013920645,1.004093305160259,-1.2829134919403151,-0.30798034458816226,0.3538694906248101,0.6694131532670712,-117.27053927900465
0.7645405872093832,1.9043063743419724,NaN,-0.7115842163038688,-0.9703658889653449,-0.37111485120238485,NaN,0.33793020842403404,NaN,NaN,-21.02881573220333
-1.2134531149834207,1.0677126777517512,-0.9485676161831182,0.3408806897811934,NaN,-0.058757317595532446,-0.7737478467983153,0.04756760290702959,-0.38885423172474176,1.0626101711635265,-88.59635737947723
0.9734431141072558,0.17054432535831332,-1.0520701359103632,-1.6623225227520377,0.12615259174428725,-0.7314208372456894,-0.6136947385654803,NaN,-1.2306207097448896,-0.5878930624290016,-211.7304007519795
0.43321089264487445,-0.5517695186063827,-0.9712224602410956,-1.1014978079561082,1.7308791393561878,-0.40204960890395836,-0.6716787268372353,0.916131284594088,NaN,NaN,-11.383029955035179
-1.3483124601599268,-0.09920923029280436,0.39072680328906206,0.32251775665879234,-1.4390865712132557,-0.68700924339027,0.23145978839250378,NaN,-0.26026392267687554,-0.13564453855518557,-148.74683680021852
-1.6392902322495573,-1.5765305475924158,NaN,-0.21094385131235746,NaN,NaN,0.33737869092095085,-0.44314360221069693,-0.8919601080324797,-0.7019317199950199,-235.19100489923076
0.3191693944532369,-0.06341940648119951,NaN,NaN,0.028498202391141633,1.9020809793447464,NaN,0.6858891885720256,-0.8447425031666359,NaN,-104.08995431489924
