f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
-0.2527775395092835,-0.17962521628153005,0.2933986495554918,0.37543276197816766,0.3514482075415829,-4.1085675841974725,0.8924048342997872,-1.834457330288651,1.0701502383164274,-2.917217789298698,0
-0.011592044646299371,2.27288804885796,-2.026584703959167,0.9911927599006102,-0.8304444065565653,-2.146965869647392,0.0801436702513213,0.4108003968508585,0.5225141052657575,-2.635235702386463,1
-2.5033464950180395,-2.300891357015042,0.2660802523477215,0.05176444961144011,-1.8936146669537857,1.7600692567369567,0.4337581393111547,1.0045589050599106,0.21329370737293857,3.325721720693369,0
0.35189981671582293,1.7685531813085493,-2.355269617118219,2.2677338894591,-0.4070363129267805,-1.3047091997693236,2.4987547850403358,-0.473117745354713,0.6863184569567008,-0.8260530288696494,1
2.139839258588066,0.23321267992465156,-0.3495399411882938,-3.9448783595813524,0.5006657213812097,0.5022901113295228,-3.760781872088792,0.27330131819175424,0.04977368718096008,-2.027523509400922,1
0.8663378107390334,1.8466700521130428,0.7655708027046833,-0.8735843965921268,-2.211861911329507,-0.9302490916684546,-1.3154533646812667,0.9077615529515841,1.5334337012963255,-2.5219209238091946,1
1.760918119130649,0.16995167024519142,-0.9274928500719392,1.2121245711850979,-0.29396694766418224,0.6011168798728552,1.942668109507684,-1.731504534113625,-0.07159925185806683,0.8477601407924905,1
-2.688176702658316,-3.2000020035869476,-1.783049827045084,-1.1657951605629293,-1.7730324682068814,-1.1112944251981565,0.27222432560720566,-0.4067309958002929,1.2619215007139917,1.269192745800891,0
1.6477753767422176,-1.2931643638732635,-0.8612916921586296,0.011096041659187983,0.08865759096143744,-2.181099164313207,4.310962285904802,-3.1694740366673524,0.1973157074055956,-0.3187738701333303,0
0.2503617885629531,1.6314658091095589,-0.8340712575528584,1.7595856108639034,-1.6009039784765156,-0.5244853955749569,0.9891220155710178,0.06480954016612533,-0.828497024780246,-0.6608022427444937,1
-0.9437917532583704,0.7002846509658507,-0.11015095527895047,-0.10607342183283608,-0.1314725956716678,-0.6562257115471956,-1.6181778917698688,1.057018414255319,0.8260471714415063,-1.140354454303571,2
1.4703438661233244,1.004216850157413,-2.6122081263725905,-1.7519640498773497,0.4818660617184915,-2.1663938061971635,1.506795383466525,-0.35395644817139366,0.547264797377967,-2.5523765334904422,2
0.08856367420498024,0.5883119565058159,-1.3236729061721386,0.06726695196317123,-0.35976864578908574,-1.8476800095260912,-0.3842155635621398,-0.5638824288875688,-1.3260476860820383,-1.8658503020500272,2
-2.4803071522778692,-1.8664378653147717,1.5192777816700826,1.469963668141602,1.0391117874202687,-1.4877972602199534,0.5032490062415171,-0.7861665212467508,-0.07576428653545988,0.7227228876763927,0
2.3609925464771946,0.09731566700546523,0.037754446249667506,0.12053877436837357,-2.6042138566271342,-1.484181981671329,1.3505950709674857,-2.6251094037752827,0.19894814679649453,-1.402971758181862,1
0.4044368660045361,-0.9711013897173905,0.10593510645598436,0.3848953275296262,-0.025574312191994436,-2.5894813897758193,2.239074204320949,-2.3343581520696937,-1.7690759048891183,-1.0362728569619104,0
-1.4523887307925945,-2.31462349145901,-0.4837585743566042,-0.29056102241889703,0.37710039390218647,-2.8638505444079243,1.037403217193979,-1.806814932058233,-0.029262813684978354,-0.570733748856561,0
-1.8019231941139011,-2.061057734696549,0.511613622160098,0.3695863741823455,-0.6414815952229522,-1.660517035136773,0.457282564252519,-1.104116551989705,0.43192254467394064,0.317371540198687,0
-1.2695792286177263,1.9603332834978837,-1.4394657803302187,-0.43732078394177265,-0.5495571359085801,0.49682942383278306,-2.1495285765998755,3.0485449733436747,0.8595878869798019,-0.959945078571251,2
-0.7666871223275208,0.18759222657094576,2.108683312652626,1.7591773995453566,0.8071225966373103,-0.9784186468180349,-0.6272347003037688,-0.5108921786373521,-0.9735461997044687,-0.5760009808679782,0
0.7843990201334916,-1.4849966053766956,-0.9488042855249176,2.3563056952540467,-1.252393444413119,0.8007709838654362,-0.43457518150992547,-3.294428934333253,0.3636318826249679,1.8076041429648317,1
1.103038913081537,3.1780395029421604,-1.806389735856058,-0.545491321210336,0.6802161054504494,-2.457069124635071,1.156937631973375,1.1727288629660904,1.192507512477975,-3.731640772369972,1
-1.700460114682462,-2.022125095985975,0.48604216617337426,0.7248089315121435,-2.1356742139786955,-0.48881813238883565,0.755098042874534,-0.8139490068554869,3.1377485336599937,1.3948861438880138,0
-1.7474984841611638,0.5022968722627723,1.2408489134404364,-1.2522178817017853,0.2942241290134937,2.7048641499467014,-1.306174598242169,3.951063322990202,-0.234407800316322,1.6227773314666554,2
1.9540541721394455,0.5487957117270954,-1.7365374060271035,0.40336303801676365,-0.684629825760004,-2.4795189602386207,2.2296425568820517,-2.473158164011529,0.7906255991627686,-2.0065608087361113,1
-2.213578294545287,0.03125516909005488,2.473264295624806,1.6021962334871236,0.26912694124510733,-2.6062650623232706,-1.0717708215929855,0.016958897080601634,-0.3431922754974105,-1.6859158218587247,0
1.502263292593451,1.8251062766297075,-4.587722472730654,-1.2186971028573672,-0.3583401520212222,-0.7097799002428099,0.5922895126132066,0.4101856421992715,-0.6475418056351592,-1.8136151328808532,1
2.1205735006588418,1.5334832218317627,-1.0917765124896595,-0.09549395608295352,-1.5178737466808094,-2.073111129290732,2.9973501990233293,-1.0721183341954321,-0.3570292008066094,-2.20727491390728,1
0.7545731135309401,-1.6250487867501964,-1.2346788342129256,-0.07741036365073661,0.26256132900192497,-1.335426622815031,3.363284926027272,-2.3898022634457754,0.19358991136754436,0.5047979007335355,0
